가녀린,"0,3",,
가능한,,,
가능한가,,,
가능할까,,,
가능해졌다,,,
가능해진다,,,
가능했다,,,
가득한,,,
가득해,,,
가득히,,,
가볍게,,,
가뿐한,"5,2",,
간편히,,,
갑작스러운,,,
갑작스런,,,
강력하고,"2,5",,
강력하네,"2,5",,
강력한,"2,5",,
강력할,"2,5",,
강력해진,"2,5",,
강력히,"2,5",,
강렬하게,"2,5",,
강렬하다,"2,5",,
강렬하며,"2,5",,
강렬한,"2,5",,
강렬해,"2,5",,
강렬해진,"2,5",,
강한,"2,5",,
강해,"2,5",,
강해져야,"2,5",,
강해졌고,"2,5",,
강했다,"2,5",,
강화한,,,
강화해야,,,
같,,,
같고,,,
같구나,,,
같네,,,
같다,,,
같다고,,,
같다는,,,
같던,,,
같아,,,
같아요,,,
같았,,,
같았던,,,
같은,,,
같은데,,,
같이한,,,
같지,,,
거대한,,,
거뜬한,,,
건강하게,"2,1",,
건강하고,"2,1",,
건강하길,,,
건강하자요,,,
건강한,"2,1",,
건강할,"2,1",,
건강함의,"2,1",,
건강했던,,,
건강히,"2,1",,
건전한,"4,3",,
검은,,,
견고한,"2,5",,
견고해진,"2,5",,
경솔한,,,
경솔했다,,,
경솔했습니다,,,
경쾌하게,"0,1",,
계신,,,
고군,,,
고급스러운,"4,3",,
고마운,,,
고마워,,,
고마워요,,,
고마워한,,,
고맙고,,,
고맙다,,,
고맙습니다,,,
고소한,,,
고운,"3,3",,
고파,,,
고픈,,,
곤란하지,,,
곱디,"3,2",,
괜찮아,,,
괜찮으면,,,
괜찮을까,,,
괴로워,,,
괴롭다,,,
굉장한,,,
굉장히,,,
구차해,,,
굳건,"5,4",,
굳세리,"5,4",,
궁금한,,,
궁금해,,,
궁금했다,,,
귀여운,"2,0",,
귀여워,"2,0",,
귀여워서,"2,0",,
귀엽게,"2,0",,
귀엽고,"2,0",,
귀엽네,"2,0",,
귀엽잖아요,"2,0",,
그래,,,
그랬나,,,
그러,,,
그러기,,,
그런,,,
그럴까,,,
그렇구나,,,
그리운,"2,2",,
그리워,"2,2",,
그리웠죠,,,
그만하겠다,,,
그만하고,,,
그만하려,,,
그만하지,,,
그만하지마,,,
그만할,,,
그만할게요,,,
극심한,,,
급한,,,
기대하세요,,,
기대해,,,
기대해도,,,
기막히게,"0,4",,
기막힌,"0,4",,
기묘한,"2,3",,
기뻐,"0,1",,
기쁘다,"0,1",,
기쁜,"0,1",,
길게,,,
길어,,,
길자,,,
깊,,,
깊게,,,
깊어진,,,
깊었다,,,
깊은,"3,5",,
까마득한,,,
까말까,,,
깔끔하게,"5,1",,
깜찍하게,"0,0",,
깜찍한,"0,0",,
깨끗한,"5,0",,
꾸준한,,,
꾸준히,,,
꿋꿋한,,,
끊임없는,,,
끊임없이,,,
끝없는,,,
나란히,,,
나빠,,,
나쁘면,,,
난처한,,,
난해한,,,
날렵한,"5,2",,
날카로운,"5,4",,
남다르네,"2,3",,
남다른,"2,3",,
남달라,"2,3",,
낮은,,,
낯설어서,,,
낯설음,,,
널찍한,,,
넓은,,,
넓을지,,,
넘쳐,,,
넘쳤던,,,
넘치네,,,
넘치는,,,
넘친,,,
넘친다,,,
노란,,,
노래였다,,,
노출한,"0,3",,
놀라운,,,
놀라워,,,
높고,,,
높기만,,,
높아,,,
높았다,,,
높은,,,
높은엔,,,
눈부셔,"1,4",,
눈부시게,"1,4",,
눈부신,"1,4",,
눈부신데,"1,4",,
늘씬한,"3,3",,
다르,,,
다르다,,,
다를까,,,
다소곳하게,"3,2",,
다양한,,,
다재다능한,"1,2",,
다정하게,"1,1",,
다정한,"1,1",,
다정함,"1,1",,
단단한,"2,5",,
달콤한,"1,0",,
담담하게,"5,5",,
담담한,"5,5",,
담백하게,"3,2",,
답답하지,,,
답답한,"3,5",,
당당하고,"0,4",,
당당한,"0,4",,
당당함은,"0,4",,
당당했던,"0,4",,
당당히,"0,4",,
당연하지,,,
당연한,,,
당연히,,,
당하고,,,
당해,,,
당해도,,,
당했다,,,
당했다는,,,
당했다던,,,
대단하다,,,
대단해,,,
더오래,,,
더워,,,
더한,,,
더해진,,,
덥다,,,
도도하면서도,"5,3",,
도도한,"5,3",,
도톰한,,,
독특하네,"2,3",,
독특한,"2,3",,
독한,"0,5",,
돈독한,,,
동그란,,,
두꺼운,,,
두껍다,,,
두려운,,,
뒤늦,,,
뒤늦게,,,
뒤늦은,,,
드넓은,,,
드러,,,
드문,,,
든든한,,,
든든히,,,
들떠서,,,
들떴다,,,
따뜻한,"1,1",,
딱이야,,,
딱이에요,,,
또렷한,"5,1",,
또렷해진,"5,1",,
똑같은,,,
똑똑한,"5,3",,
똑똑해,"5,3",,
뚱한,"5,3",,
뛰어나,,,
뛰어나네,,,
뛰어난,,,
뛰어났던,,,
뜨거운,"0,3",,
뜨거워진,"0,3",,
뜨거웠던,"0,3",,
뜨겁게,"0,3",,
뜨겁고,"0,3",,
마라,,,
마른,"3,3",,
많고,,,
많다고,,,
많아,,,
많아요,,,
많았다,,,
많은,,,
많은데,,,
말라,"3,3",,
말랐다,"3,3",,
말랐었나,"3,3",,
말랑말랑한,"2,0",,
맛있냐,,,
맛있다는,,,
망한,,,
매끄러운,"4,4",,
매끈하고,"4,4",,
매끈한,"4,4",,
매운,,,
머니,,,
먼,,,
멀어,,,
멀쩡한,,,
멋있고,"4,4",,
멋있는,"4,4",,
멋있다,"4,4",,
멋있어,"4,4",,
멋져,"4,4",,
멋져지우,"4,4",,
멋졌어,"4,4",,
멋지게,"4,4",,
멋지다는,"4,4",,
멋진,"4,4",,
멋짐,"4,4",,
멍청한,,,
멍한,"5,0",,
명백한,,,
명쾌한,,,
명쾌해져야,,,
명확한,,,
모호한,,,
못지않은,,,
무례한,,,
무사히,,,
무서운,"0,5",,
무서워,"0,5",,
무서워하지마,"0,5",,
무섭다,"0,5",,
무시무시한,"0,5",,
무심한,"4,5",,
무책임한,,,
뭉클한,,,
뭉클함,,,
미,,,
미까지,,,
미안함,,,
미안해,,,
미안했다,,,
미야네,,,
미에,,,
미와,,,
미워한,,,
미쳐,,,
미치겠다,,,
미친,"0,5",,
미친듯이,,,
미흡한,,,
민망하지만,,,
민망함에,,,
바람직하고,,,
바빠,,,
바쁘다,,,
바쁜,,,
반가,,,
반가운,,,
반가워,,,
반가워요,,,
반하겠네,,,
반하겠어,,,
반하다,,,
반한다,,,
반할,,,
반해,"1,1",,
반했네,"1,1",,
발랄하게,"0,0",,
발랄한,"0,0",,
발랄함,"0,0",,
벅차오르는,"0,4",,
변하는,,,
변하니까,,,
변하지,,,
변함,,,
변화무쌍한,"1,2",,
보송한,"2,0",,
복잡하지만,,,
부,,부,
부끄러워,"3,0",,
부답,,부답,
부당하다,,부당하다,
부드러운,"3,1",,
부러운,"1,4",,
부러워,"1,4",,
부러워한,"1,4",,
부러웠다,"1,4",,
부럽네,"1,4",,
부럽다,"1,4",,
부럽지,"1,4",,
부었,,,
부유하는,,,
부음,,,
부족하다,,부족하다,
부족한,,부족한,
부족해,,부족해,
부족했다,,부족했다,
부주의한,,부주의한,
부주의함,,부주의함,
부주의했다,,부주의했다,
부주의했던,,부주의했던,
부지런한,,부지런한,
분노한,"0,5",,
분명히,,분명히,
불가능한,,불가능한,
불가한,,불가한,
불리하면,,불리하면,
불리할까,,불리할까,
불리해,,불리해,
불안한,,불안한,
불안해하는,,불안해하는,
불타는,"0,4",,
불편하게,,불편하게,
불편하셨던,,불편하셨던,
불편했던,,불편했던,
불행한,,불행한,
비겁한,,비겁한,
비밀스런,"2,4",,
비싸도,"4,3",,
비싼,"4,3",,
비열하다,"5,5",,
비장한,"3,5",,
비장함,"3,5",,
빠르게,,빠르게,
빠르고,,빠르고,
빠른,,빠른,
빨간,,빨간,
빨라진,,빨라진,
뻔한,"2,5",,
뻔함에,"2,5",,
뽀얀,"0,4",,
뿌듯하고,,뿌듯하고,
사랑스러,"1,1",,
사랑스러운,"1,1",,
사랑스러워,"1,1",,
사랑스러워요,"1,1",,
사랑스런,"1,1",,
사랑스럽다,"1,1",,
산뜻하게,"5,1",,
산뜻한,"5,1",,
살빠진,,살빠진,
살빼니,,살빼니,
살뺐더니,,살뺐더니,
살찌고,,살찌고,
상관없어,,상관없어,
상냥한,"1,1",,
상당해,,상당해,
상쾌한,"5,1",,
새로,"0,4",,
새로운,"0,4",,
새롭게,"0,4",,
색다른,,,
생생한,,생생한,
서운해,,서운해,
서운했다,,서운했다,
선명하지,"5,1",,
선명한,"5,1",,
선한,,선한,착하다?눈에 선하다?
선해,,선해,
설레는,"1,1",,"일단 0,1 섹시해서 설레는건?"
설레면서도,"1,1",,
설레실,"1,1",,
설레요,"1,1",,
설렌다,"1,1",,
설렘,"1,1",,
설렘과,"1,1",,
설렘으로,"1,1",,
설렘주는,"1,1",,
섬세한,"4,2",,
성공한,"4,3",,
성공할,"4,3",,
성숙한,"1,3",,
성장하기를,"1,3",,
성장하길,"1,3",,
성장한,"1,3",,
성한,"4,3",,
세련되게,"4,2",,
세련되고,"4,2",,
세련된,"4,2",,
섹시하거나,"0,3",,
섹시하게,"0,3",,
섹시하고,"0,3",,
섹시하네,"0,3",,
섹시한,"0,3",,
섹시할,"0,3",,
섹시함,"0,3",,
섹시함도,"0,3",,
섹시함이,"0,3",,
섹시해,"0,3",,
섹시해도,"0,3",,
섹시했나,"0,3",,
섹시했었나,"0,3",,
소멸할,,,
소박한,"4,1",,
소소하지만,"4,1",,
소소한,"4,1",,
소용없다,,소용없다,
소중한,,소중한,
소중해요,,소중해요,
속상한,,속상한,
솔직하게,,솔직하게,
솔직한,,솔직한,
수많은,,수많은,
수수하게,"4,1",,
수수한,"4,1",,
수수해도,"4,1",,
수수해서,"4,1",,
수줍,"3,0",,
수줍게,"3,0",,
수줍고,"3,0",,
수줍은,"3,0",,
순수한,"5,0",,
순수함,"5,0",,
순수해,"2,0",,
순한,,,
숨막히는,,숨막히는,
숭고한,"4,5",,
쉬운,,쉬운,
쉬워진다,,쉬워진다,
쉬웠던,,쉬웠던,
스럽다,,스럽다,
슬기로운,"4,2",,
슬퍼,,,
슬프고,,,
슬픈,,,
시급한,,시급한,
시무룩해져,"3,5",,
시원하게,"5,2",,
시원한,"5,2",,
신기한,"2,3",,
신나,"0,1",,
신나고,"0,1",,
신나기만,"0,1",,
신나는,"0,1",,
신났지,"0,1",,
신비로운,"2,3",,
신선한,"5,1",,
신중하겠다,,신중하겠다,
신중하도록,,신중하도록,
신중했어야,,신중했어야,
실망하신,,실망하신,
실망한,,실망한,
실패한,,실패한,
싫다,,싫다,
싫다더라,,싫다더라,
싫어하는,,싫어하는,
싫었다,,싫었다,
싫은,,싫은,
심각한,"3,5",,
심각한데,"3,5",,
심하게,,심하게,
심하다,,심하다,
심했나,,심했나,
심히,,심히,
싱그러,"4,0",,
싱그러운,"4,0",,
싱그러워,"4,0",,
싸늘한,"5,5",,
쎈,"2,5",,
쓰리,,쓰리,
쓰리부터,,쓰리부터,
쓰리에,,쓰리에,
쓸쓸하지만,"4,5",,
쓸쓸한,"4,5",,
씁쓸한,"4,5",,
씬나는,"0,1",,
아까는,,아까는,
아까워,,아까워,
아까워서,,아까워서,
아깝다고,,아깝다고,
아니,,아니,
아니고,,아니고,
아니네,,아니네,
아니다,,아니다,
아니라,,아니라,
아니면,,아니면,
아니야,,아니야,
아니었다,,아니었다,
아니에요,,아니에요,
아니죠,,아니죠,
아니지만,,아니지만,
아닌,,아닌,
아닌가요,,아닌가요,
아닌데,,아닌데,
아닐까,,아닐까,
아닙니다,,아닙니다,
아닙니다만,,아닙니다만,
아련한,"3,2",,
아름다,"2,2",,
아름다운,"2,2",,
아름다운가,"2,2",,
아름다워,"2,2",,
아름답게,"2,2",,
아름답고,"2,2",,
아름답다,"2,2",,
아린,"3,4",,
아쉬,,,
아쉬운,,,
아쉬웠던,,,
아슬아슬한,"0,2",,
아슬하고,"0,2",,
아슬한,"0,2",,
아질한,"0,2",,
아찔하다,"0,3",,
아찔한,"0,3",,
아파,,아파,
아프고,,아프고,
아프네요,,아프네요,
아픈,,아픈,
악랄해진,"5,5",,
안녕하세요,,안녕하세요,
안되는,,안되는,
안된다고,,안된다고,
안될까,,안될까,
안쓰러웠지만,,안쓰러웠지만,
안일한,,안일한,
안좋아서,,안좋아서,
안좋으면,,안좋으면,
안좋은,,안좋은,
안타까운,,안타까운,
안타깝다,,안타깝다,
알찬,,알찬,
앙상한,,,
앙증맞은,"2,0",,
애달픈,,,
애매할,,애매할,
애틋한,"3,2",,
애틋해,"3,2",,
야무진,"4,2",,
야하게,"1,5",,
야하잖아,"1,5",,
야할,"1,5",,
야해,"1,5",,
야해서,"1,5",,
얇아진,,얇아진,
얇은,,얇은,
어느덧,,어느덧,
어느새,,어느새,
어때,,어때,
어때요,,어때요,
어땠나,,어땠나,
어떡해,,어떡해,
어떤,,어떤,
어떨까,,어떨까,
어떻게,,어떻게,
어려운,,어려운,
어려워,,어려워,
어려웠나,,어려웠나,
어렵고,,어렵고,
어렵다는,,어렵다는,
어렵다면,,어렵다면,
어렵지,,어렵지,
어리석고,,어리석고,
어리석었다,,어리석었다,
어리석은,,어리석은,
어마어마한,,어마어마한,애매
어색하고,,어색하고,순수?
어설픈,,어설픈,순수?
억울하게,,억울하게,
엄청난,,엄청난,애매
없,,없,
없게,,없게,
없고,,없고,
없기,,없기,
없나,,없나,
없네,,없네,
없는,,없는,
없는데,,없는데,
없다,,없다,
없다면,,없다면,
없단,,없단,
없던,,없던,
없도록,,없도록,
없어,,없어,
없어도,,없어도,
없어야,,없어야,
없었,,없었,
없었는데,,없었는데,
없었다,,없었다,
없었다면,,없었다면,
없으나,,없으나,
없으니,,없으니,
없으면,,없으면,
없을,,없을,
없이도,,없이도,
없지,,없지,
없진,,없진,
여리,"3,0",,
여리한,"3,0",,
여린,"3,0",,
여전하네,,여전하네,
여전한,,여전한,
여전해,,여전해,
여전히,,여전히,
역세,,역세,
열악한,,열악한,
영롱한,"3,2",,
영리해,"5,3",,
영원한,,영원한,
영원해,,영원해,
영원히,,영원히,
옅은,,옅은,
예뻐,"1,0",,
예뻐서,"1,0",,
예뻐요,"1,0",,
예뻐져,"1,0",,
예뻐졌네,"1,0",,
예뻐졌다,"1,0",,
예뻐졌어,"1,0",,
예뻐졌죠,"1,0",,
예뻐지고,"1,0",,
예뻐지네,"1,0",,
예뻐지는,"1,0",,
예뻐진,"1,0",,
예뻤나,"1,0",,
예쁘게,"1,0",,
예쁘고,"1,0",,
예쁘기,"1,0",,
예쁘긴,"1,0",,
예쁘네,"1,0",,
예쁘니,"1,0",,
예쁘다,"1,0",,
예쁘다고,"1,0",,
예쁘면,"1,0",,
예쁘시네,"1,0",,
예쁘지,"1,0",,
예쁘지는,"1,0",,
예쁜,"1,0",,
예쁜가,"1,0",,
예쁜데,"1,0",,
예쁠,"1,0",,
예쁨,"1,0",,
예쁨도,"1,0",,
예쁨이,"1,0",,
예쁨주의,"1,0",,
예쁨지수,"1,0",,
오묘한,"2,3",,
오붓하게,,오붓하게,
오싹한,,오싹한,
올바른,"3,2",,
완벽하게,"4,4",,
완벽한,"4,4",,
완벽한데,"4,4",,
용감한,"0,4",,
우아하게,"2,2",,
우아한,"2,2",,
우아함,"2,2",,
우아함에,"2,2",,
우아함의,"2,2",,
우아함이,"2,2",,
우울한,"3,5",,
우울해,"3,5",,
우월한,"4,4",,
우월함,"4,4",,
우중충한,"5,5",,
원만하게,,원만하게,
원만한,,원만한,
원만히,,원만히,
원한다고,,원한다고,
원합니다,,원합니다,
원해,,원해,
위대한,,위대한,
위험한,,위험한,
위험한아내,,위험한아내,
유리하게,,유리하게,
유리하기만,,유리하기만,
유리하나,,유리하나,
유리하다,,유리하다,
유리하다는,,유리하다는,
유리하던,,유리하던,
유리하도록,,유리하도록,
유리하면,,유리하면,
유리하지,,유리하지,
유리한,,유리한,
유리한가,,유리한가,
유리한데,,유리한데,
유리한줄,,유리한줄,
유리할,,유리할,
유리할까,,유리할까,
유리함에도,,유리함에도,
유리해,,유리해,
유리해서,,유리해서,
유리해져,,유리해져,
유리해진다,,유리해진다,
유리했다,,유리했다,
유리했던,,유리했던,
유명해지면,,,
유연하게,"2,1",,
유연함을,"2,1",,
유일하게,"2,3",유닉?,남다른////
유일한,"2,3",유닉?,
유쾌하게,"0,2",,
유쾌하고,"0,2",,
유쾌한,"0,2",,
의한,,의한,
이래,,이래,
이런,,이런,
이런건,,이런건,
이렇게나,,이렇게나,
이로운,,이로운,
이뻐서,"1,0",,
이뿌디,"1,0",,
이쁘다고,"1,0",,
이쁜,"1,0",,
이상한가요,,이상한가요,
인자하게,"2,2",,
입니다,,입니다,
입답,,입답,
있,,있,
있게,,있게,
있겠어,,있겠어,
있구나,,있구나,
있기,,있기,
있기만,,있기만,
있길,,있길,
있나,,있나,
있나요,,있나요,
있네,,있네,
있는,,있는,
있는거야,,있는거야,
있는데,,있는데,
있다,,있다,
있다고,,있다고,
있다는데,,있다는데,
있다니,,있다니,
있다던,,있다던,
있다면,,있다면,
있던,,있던,
있도록,,있도록,
있어,,있어,
있어도,,있어도,
있어라,,있어라,
있어요,,있어요,
있었나,,있었나,
있었네,,있었네,
있었는데,,있었는데,
있었다,,있었다,
있었지만,,있었지만,
있으니까,,있으니까,
있으면,,있으면,
있을,,있을,
있을까,,있을까,
있죠,,있죠,
있지,,있지,
있지만,,있지만,
있지의,,있지의,
자랑스러워,,자랑스러워,
자리매,,자리매,
자비로,,,
자상한,"1,1",,
자연스러운,"3,1",,
자유로운,"2,1",,
자유롭게,"2,1",,
작길래,,작길래,
작아,,작아,
작은,,작은,
작이었는데,,작이었는데,
잘록한,"2,4",,
잘맞아,,잘맞아,
잘생긴,,,
장난스러운,"0,0",,
재미있고,"0,2",,
재미있는,"0,2",,
재밌게,"0,2",,
재밌고,"0,2",,
재밌는,"0,2",,
재밌어요,"0,2",,
저래,,,
저속하고,"5,2",,
저속해,"5,2",,
적나라한,"0,3",,
적법하다,,적법하다,
전화해,,전화해,
절묘한,,절묘한,
젊어,"4,0",,
젊었을,"4,0",,
젊은,"4,0",,
정갈한,"4,3",,
정교하게,"4,2",,
정교한,"4,2",,
정확한,"5,4",,
정확히,"5,4",,
조용한,"3,3",,
조용히,"3,3",,
조화로운,"1,3",,
존리,,존리,
좁아진,,좁아진,
좋,,좋,
좋게,,좋게,
좋겠,,좋겠,
좋겠네,,좋겠네,
좋겠다,,좋겠다,
좋고,,좋고,
좋다,,좋다,
좋아,,좋아,
좋아라,,좋아라,
좋아요,,좋아요,
좋아하네,,좋아하네,
좋아하는,,좋아하는,
좋아하세요,,좋아하세요,
좋아하셔,,좋아하셔,
좋아하셔요,,좋아하셔요,
좋아해,,좋아해,
좋아해주,,좋아해주,
좋았다,,좋았다,
좋았던,,좋았던,
좋았어,,좋았어,
좋으면,,좋으면,
좋은,,좋은,
좋을,,좋을,
좋을까,,좋을까,
죄송하고,,죄송하고,
죄송하다,,죄송하다,
죄송한,,죄송한,
죄송합니다,,죄송합니다,
죄송해,,죄송해,
중요한,,중요한,
중요해진,,중요해진,
즐거운,"0,1",,
즐거웠다,"0,1",,
즐거웠어요,"0,1",,
즐겁게,"0,1",,
지루한,"4,5",,
진솔한,"3,4",,
진실되게,"3,4",,
진정한,"3,4",,
진지한,"4,5",,
진한,,진한,
짙은,,짙은,
짜릿한,"0,2",,
짠하다,"3,2",,
짠한,"3,2",,
짧게,,짧게,
짧기에,,짧기에,
짧은,,짧은,
짧은게,,짧은게,
차가운,"5,3",,
차분하게,"3,2",,
착한,"1,0",,
착해,"1,0",,
착해서,"1,0",,
찬란한,"1,4",,
참담한,"3,5",,
처절한,"5,4",,
천진난만한,"0,0",,
철저하게,"5,5",,
철저한,"5,5",,
철저히,"5,5",,
청결한,"5,1",,
청량한,"4,0",,
청순하거나,"3,2",,
청순하고,"3,2",,
청순한,"3,2",,
청순함,"3,2",,
청순함에,"3,2",,
청순함의,"3,2",,
청순함이란,"3,2",,
청순해졌어,"3,2",,
청순해진,"3,2",,
청순했던,"3,2",,
청아한,"4,1",,
청초하니,"4,1",,
청초한,"4,1",,
청초함,"4,1",,
청초함으로,"4,1",,
청초해,"4,1",,
초라했다,"5,0",,
초라했어,"5,0",,
촉촉하게,"4,0",,
촌스런,"1,0",,
추워도,,추워도,
충분한,,충분한,
충실한,,충실한,
치밀한,"5,4",,
치열한,"0,4",,
치열해진,"0,4",,
친근한,"1,1",,
친절한,"1,0",,
친하니까,,,
친하다는,,,
친해,"1,1",,
친했던,,,
커다란,,,
쿨하게,"5,2",,
쿨하고,"5,2",,
쿨한,"5,2",,
쿨했다,"5,2",,
크나큰,,,
탄탄한,"1,5",,
투명한,"5,0",,
특별한,"2,3",,
특수한,,,
튼튼한,"4,5",,
파란만장한,"3,1",,
편안한,"3,1",,
편하게,"3,1",,
편하고,"3,1",,
편한,"3,1",,
편해,"3,1",,
편히,"3,1",,
평화로운,"2,1",,
포근하게,"2,2",,
풋풋한,"4,0",,
풍부한,"2,4",,
피곤한,,피곤한,
피곤해,,피곤해,
필요없는,,필요없는,
필요하다,,필요하다,
필요하다면,,필요하다면,
필요한,,필요한,
필요한데,,필요한데,
필요해,,필요해,
하얀,"4,0",,
한가로운,"3,3",,
행복하고,,행복하고,
행복하세요,,행복하세요,
행복하자,,행복하자,
행복한,"0,1",행복한,
행복해,"0,1",행복해,
행복해요,"0,1",행복해요,
행복해져,,행복해져,
행복해지는,,행복해지는,
행복해진,"0,1",행복해진,
행복했다,,행복했다,
행복했던,,행복했던,
험난했던,,험난했던,
헷갈리는,,헷갈리는,
혹독한,,혹독한,
화끈하게,"0,4",,
화끈한,"0,4",,
화려한,"1,4",,
화려한가,"1,4",,
화려함,"1,4",,
화려함의,"1,4",,
화려해,"1,4",,
화려해진,"1,4",,
화사한,"0,1",,
화사함,"0,1",,
화사해,"0,1",,
화사해지는,"0,1",,
확고한,"5,5",,
확실하게,"4,5",,
환하게,"0,0",환하게,
환한,"0,0",환한,
황당하다,,황당하다,
황당한,,황당한,
회복하길,,회복하길,
회복하는,,회복하는,
회복할게요,,회복할게요,
훈훈하게,"1,1",,
훈훈한,"1,1",,
훌륭하다,,훌륭하다,
훌륭한,,훌륭한,
휩쓸,,휩쓸,
흐뭇,,흐뭇,
흥미로운,,흥미로운,
희,"4,0",,
희에,,,
흰,"4,0",,
힘겹지,,힘겹지,
힘나,,힘나,
힘든,,힘든,
힘들다,,힘들다,
힘들어,,힘들어,
힘들었나,,힘들었나,
힘들었다,,힘들었다,
힘듭니다,,힘듭니다,